,Region,0
0,AUS,20.550943899467697
1,BRA,26.21521171058761
2,CAN,12.940074126093592
3,CHI,19.39173357984089
4,EEU,16.7741159241852
5,GBR,14.592025409179366
6,IND,29.984852849457603
7,JSHK,19.503006570318234
8,MENA,25.07612256002753
9,MEX,21.957642200040485
10,RUS,12.093878487981977
11,SAF,21.277496325698582
12,SAP,29.562098820378328
13,SLA,24.638632220343375
14,SOV,17.132315546490904
15,SSA,28.0114862597065
16,USA,19.46200051053853
17,WEU,16.461748252762735
