,Region,0
0,AUS,17.8067338638396
1,BRA,23.48273815569007
2,CAN,9.128073199982882
3,CHI,16.19152080000809
4,EEU,13.595730937680514
5,GBR,12.519081657653095
6,IND,27.052338155775093
7,JSHK,16.779411148049274
8,MENA,21.703025624252174
9,MEX,18.850768495593304
10,RUS,8.028821085496524
11,SAF,18.024268926466487
12,SAP,27.13623518467286
13,SLA,21.97023159569894
14,SOV,13.630674480446144
15,SSA,25.351585042430706
16,USA,16.40465627142718
17,WEU,13.67591659336137
