,Region,0
0,AUS,19.754237760091797
1,BRA,25.421912936585098
2,CAN,11.833364179803388
3,CHI,18.462639546986203
4,EEU,15.851358992619325
5,GBR,13.990203029703997
6,IND,29.133477615807845
7,JSHK,18.712285318691762
8,MENA,24.09683635286695
9,MEX,21.05564660842679
10,RUS,10.913700532421688
11,SAF,20.333010951727978
12,SAP,28.857815829367063
13,SLA,23.863935264801444
14,SOV,16.115710075703717
15,SSA,27.23925687404579
16,USA,18.57438444111911
17,WEU,15.65295841616234
