,Region,0
0,AUS,22.055833273844385
1,BRA,27.71366495037013
2,CAN,15.030526246863975
3,CHI,21.14668897523306
4,EEU,18.517101239365182
5,GBR,15.728801014855064
6,IND,31.593006068573818
7,JSHK,20.99659115672378
8,MENA,26.92588539577531
9,MEX,23.66141165086636
10,RUS,14.323103515151411
11,SAF,23.061524254309724
12,SAP,30.892411136732935
13,SLA,26.10194869192258
14,SOV,19.052570324644474
15,SSA,29.47014176595451
16,USA,21.13860864166411
17,WEU,17.989462388563474
