,Region,0
0,AUS,22.409924891344787
1,BRA,28.066242183260137
2,CAN,15.522397334104065
3,CHI,21.55961965650181
4,EEU,18.92721543117224
5,GBR,15.996277627955227
6,IND,31.97139506130704
7,JSHK,21.348022824113325
8,MENA,27.3611237100689
9,MEX,24.062298580472444
10,RUS,14.847627050955984
11,SAF,23.481295531629993
12,SAP,31.205425799404612
13,SLA,26.44625844994121
14,SOV,19.504394978327667
15,SSA,29.813354826248165
16,USA,21.533104672517183
17,WEU,18.348924538163658
